uf,Ano,Frase,Contagem,Porcentagem
PA,2024,Mortes a esclarecer,43,3.97
PA,2024,Suicídio ,41,3.79
PA,2024,Morte de Agente do Estado,15,1.39
PB,2015,Homicídio doloso,94,8.37
PB,2015,Morte no trânsito,89,7.93
PB,2015,Lesão corporal seguida de morte,88,7.84
PB,2015,Feminicídio,84,7.48
PB,2015,Morte por intervenção de Agente do Estado,83,7.39
PB,2015,Suicídio ,67,5.97
PB,2015,Suicídio,43,3.83
PB,2015,Mortes a esclarecer,39,3.47
PB,2015,Morte de Agente do Estado,17,1.51
PB,2016,Lesão corporal seguida de morte,84,7.71
PB,2016,Morte no trânsito,84,7.71
PB,2016,Morte por intervenção de Agente do Estado,81,7.43
PB,2016,Homicídio doloso,76,6.97
PB,2016,Feminicídio,70,6.42
PB,2016,Suicídio ,59,5.41
PB,2016,Mortes a esclarecer,54,4.95
PB,2016,Suicídio,40,3.67
PB,2016,Morte de Agente do Estado,13,1.19
PB,2017,Homicídio doloso,111,10.12
PB,2017,Morte no trânsito,97,8.84
PB,2017,Feminicídio,85,7.75
PB,2017,Lesão corporal seguida de morte,75,6.84
PB,2017,Morte por intervenção de Agente do Estado,61,5.56
PB,2017,Mortes a esclarecer,47,4.28
PB,2017,Suicídio,47,4.28
PB,2017,Suicídio ,41,3.74
PB,2017,Morte de Agente do Estado,14,1.28
PB,2018,Feminicídio,120,10.27
PB,2018,Homicídio doloso,109,9.33
PB,2018,Lesão corporal seguida de morte,102,8.73
PB,2018,Morte no trânsito,99,8.48
PB,2018,Morte por intervenção de Agente do Estado,81,6.93
PB,2018,Suicídio ,63,5.39
PB,2018,Mortes a esclarecer,53,4.54
PB,2018,Suicídio,52,4.45
PB,2018,Morte de Agente do Estado,12,01.03
PB,2019,Morte no trânsito,105,8.97
PB,2019,Lesão corporal seguida de morte,101,8.63
PB,2019,Feminicídio,100,8.55
PB,2019,Homicídio doloso,75,6.41
PB,2019,Suicídio ,70,5.98
PB,2019,Morte por intervenção de Agente do Estado,64,5.47
PB,2019,Mortes a esclarecer,60,5.13
PB,2019,Suicídio,54,4.62
PB,2019,Morte de Agente do Estado,13,1.11
PB,2020,Feminicídio,113,9.97
PB,2020,Morte no trânsito,109,9.62
PB,2020,Homicídio doloso,87,7.68
PB,2020,Morte por intervenção de Agente do Estado,83,7.33
PB,2020,Lesão corporal seguida de morte,62,5.47
PB,2020,Suicídio,58,5.12
PB,2020,Mortes a esclarecer,46,04.06
PB,2020,Suicídio ,40,3.53
PB,2020,Morte de Agente do Estado,14,1.24
PB,2021,Morte no trânsito,101,9.67
PB,2021,Lesão corporal seguida de morte,85,8.13
PB,2021,Feminicídio,77,7.37
PB,2021,Homicídio doloso,74,07.08
PB,2021,Morte por intervenção de Agente do Estado,68,6.51
PB,2021,Suicídio ,51,4.88
PB,2021,Mortes a esclarecer,42,04.02
PB,2021,Suicídio,41,3.92
PB,2021,Morte de Agente do Estado,12,1.15
PB,2022,Lesão corporal seguida de morte,82,7.94
PB,2022,Homicídio doloso,81,7.84
PB,2022,Morte no trânsito,73,07.07
PB,2022,Morte por intervenção de Agente do Estado,71,6.87
PB,2022,Feminicídio,69,6.68
PB,2022,Mortes a esclarecer,63,6.1
PB,2022,Suicídio ,56,5.42
PB,2022,Suicídio,48,4.65
PB,2022,Morte de Agente do Estado,12,1.16
PB,2023,Morte no trânsito,114,10.55
PB,2023,Lesão corporal seguida de morte,102,9.44
PB,2023,Feminicídio,77,7.12
PB,2023,Homicídio doloso,76,07.03
PB,2023,Morte por intervenção de Agente do Estado,61,5.64
PB,2023,Suicídio ,57,5.27
PB,2023,Suicídio,46,4.26
PB,2023,Mortes a esclarecer,44,04.07
PB,2023,Morte de Agente do Estado,17,1.57
PB,2024,Morte no trânsito,118,10.47
PB,2024,Feminicídio,108,9.58
PB,2024,Homicídio doloso,95,8.43
PB,2024,Lesão corporal seguida de morte,84,7.45
PB,2024,Mortes a esclarecer,61,5.41
PB,2024,Suicídio,61,5.41
PB,2024,Morte por intervenção de Agente do Estado,59,5.24
PB,2024,Suicídio ,56,4.97
PB,2024,Morte de Agente do Estado,14,1.24
PE,2015,Morte no trânsito,104,9.61
PE,2015,Feminicídio,99,9.15
PE,2015,Homicídio doloso,80,7.39
PE,2015,Lesão corporal seguida de morte,79,7.3
PE,2015,Suicídio ,61,5.64
PE,2015,Morte por intervenção de Agente do Estado,46,4.25
PE,2015,Mortes a esclarecer,41,3.79
PE,2015,Suicídio,39,3.6
PE,2015,Morte de Agente do Estado,13,1.2
PE,2016,Feminicídio,120,10.52
PE,2016,Morte no trânsito,108,9.47
PE,2016,Homicídio doloso,80,07.01
PE,2016,Lesão corporal seguida de morte,79,6.92
PE,2016,Suicídio ,58,05.08
PE,2016,Morte por intervenção de Agente do Estado,57,5.0
PE,2016,Suicídio,56,4.91
PE,2016,Mortes a esclarecer,52,4.56
PE,2016,Morte de Agente do Estado,18,1.58
PE,2017,Morte no trânsito,87,8.15
PE,2017,Lesão corporal seguida de morte,81,7.58
PE,2017,Homicídio doloso,80,7.49
PE,2017,Feminicídio,72,6.74
PE,2017,Mortes a esclarecer,47,4.4
PE,2017,Morte por intervenção de Agente do Estado,47,4.4
PE,2017,Suicídio,39,3.65
PE,2017,Suicídio ,39,3.65
PE,2017,Morte de Agente do Estado,19,1.78
PE,2018,Feminicídio,115,9.9
PE,2018,Morte no trânsito,115,9.9
PE,2018,Homicídio doloso,100,8.61
PE,2018,Lesão corporal seguida de morte,88,7.57
PE,2018,Mortes a esclarecer,58,4.99
PE,2018,Morte por intervenção de Agente do Estado,58,4.99
PE,2018,Suicídio,52,4.48
PE,2018,Suicídio ,49,4.22
PE,2018,Morte de Agente do Estado,19,1.64
PE,2019,Lesão corporal seguida de morte,94,8.26
PE,2019,Morte no trânsito,92,08.08
PE,2019,Feminicídio,82,7.21
PE,2019,Homicídio doloso,82,7.21
PE,2019,Morte por intervenção de Agente do Estado,72,6.33
PE,2019,Suicídio,66,5.8
PE,2019,Mortes a esclarecer,58,5.1
PE,2019,Suicídio ,41,3.6
PE,2019,Morte de Agente do Estado,14,1.23
PE,2020,Morte no trânsito,122,10.57
PE,2020,Feminicídio,96,8.32
PE,2020,Morte por intervenção de Agente do Estado,79,6.85
PE,2020,Homicídio doloso,77,6.67
PE,2020,Lesão corporal seguida de morte,71,6.15
PE,2020,Suicídio,49,4.25
PE,2020,Suicídio ,49,4.25
PE,2020,Mortes a esclarecer,39,3.38
PE,2020,Morte de Agente do Estado,19,1.65
PE,2021,Morte no trânsito,120,10.03
PE,2021,Feminicídio,108,09.03
PE,2021,Homicídio doloso,101,8.44
PE,2021,Lesão corporal seguida de morte,85,7.11
PE,2021,Suicídio ,68,5.69
PE,2021,Mortes a esclarecer,60,05.02
PE,2021,Morte por intervenção de Agente do Estado,57,4.77
PE,2021,Suicídio,42,3.51
PE,2021,Morte de Agente do Estado,14,1.17
PE,2022,Feminicídio,122,10.64
PE,2022,Morte no trânsito,101,8.81
PE,2022,Homicídio doloso,92,08.02
PE,2022,Morte por intervenção de Agente do Estado,75,6.54
PE,2022,Lesão corporal seguida de morte,73,6.36
PE,2022,Suicídio,55,4.8
PE,2022,Mortes a esclarecer,48,4.18
PE,2022,Suicídio ,41,3.57
PE,2022,Morte de Agente do Estado,13,1.13
PE,2023,Feminicídio,119,10.86
PE,2023,Morte no trânsito,95,8.67
PE,2023,Homicídio doloso,91,8.3
PE,2023,Morte por intervenção de Agente do Estado,84,7.66
PE,2023,Suicídio,69,6.3
PE,2023,Lesão corporal seguida de morte,59,5.38
PE,2023,Mortes a esclarecer,42,3.83
PE,2023,Suicídio ,41,3.74
PE,2023,Morte de Agente do Estado,12,01.09
PE,2024,Feminicídio,112,9.49
PE,2024,Morte no trânsito,101,8.56
PE,2024,Homicídio doloso,90,7.63
PE,2024,Lesão corporal seguida de morte,77,6.53
PE,2024,Morte por intervenção de Agente do Estado,77,6.53
PE,2024,Suicídio ,71,06.02
PE,2024,Mortes a esclarecer,61,5.17
PE,2024,Suicídio,39,3.31
PE,2024,Morte de Agente do Estado,15,1.27
PI,2015,Morte no trânsito,87,08.08
PI,2015,Feminicídio,80,7.43
PI,2015,Homicídio doloso,74,6.87
PI,2015,Suicídio ,70,6.5
PI,2015,Suicídio,67,6.22
PI,2015,Lesão corporal seguida de morte,65,06.04
PI,2015,Morte por intervenção de Agente do Estado,53,4.92
PI,2015,Mortes a esclarecer,48,4.46
PI,2015,Morte de Agente do Estado,11,01.02
PI,2016,Feminicídio,115,9.71
PI,2016,Morte no trânsito,101,8.53
PI,2016,Lesão corporal seguida de morte,97,8.19
PI,2016,Homicídio doloso,80,6.76
PI,2016,Suicídio,69,5.83
PI,2016,Mortes a esclarecer,58,4.9
PI,2016,Morte por intervenção de Agente do Estado,52,4.39
PI,2016,Suicídio ,48,04.05
PI,2016,Morte de Agente do Estado,13,1.1
PI,2017,Homicídio doloso,127,11.39
PI,2017,Lesão corporal seguida de morte,102,9.15
PI,2017,Feminicídio,82,7.35
PI,2017,Morte no trânsito,73,6.55
PI,2017,Suicídio,70,6.28
PI,2017,Morte por intervenção de Agente do Estado,59,5.29
PI,2017,Suicídio ,51,4.57
PI,2017,Mortes a esclarecer,40,3.59
PI,2017,Morte de Agente do Estado,19,1.7
PI,2018,Feminicídio,113,10.5
PI,2018,Homicídio doloso,93,8.64
PI,2018,Morte no trânsito,84,7.81
PI,2018,Lesão corporal seguida de morte,62,5.76
PI,2018,Suicídio,58,5.39
PI,2018,Morte por intervenção de Agente do Estado,55,5.11
PI,2018,Suicídio ,54,05.02
PI,2018,Mortes a esclarecer,44,04.09
PI,2018,Morte de Agente do Estado,12,1.12
PI,2019,Feminicídio,118,10.53
PI,2019,Morte no trânsito,88,7.85
PI,2019,Morte por intervenção de Agente do Estado,80,7.14
PI,2019,Lesão corporal seguida de morte,79,07.05
PI,2019,Homicídio doloso,70,6.24
PI,2019,Suicídio,70,6.24
PI,2019,Mortes a esclarecer,63,5.62
PI,2019,Suicídio ,57,05.08
PI,2019,Morte de Agente do Estado,18,1.61
PI,2020,Feminicídio,119,10.15
PI,2020,Morte no trânsito,97,8.28
PI,2020,Homicídio doloso,95,8.11
PI,2020,Lesão corporal seguida de morte,72,6.14
PI,2020,Morte por intervenção de Agente do Estado,72,6.14
PI,2020,Suicídio,69,5.89
PI,2020,Suicídio ,53,4.52
PI,2020,Mortes a esclarecer,50,4.27
PI,2020,Morte de Agente do Estado,14,1.19
PI,2021,Morte no trânsito,115,9.66
PI,2021,Feminicídio,109,9.15
PI,2021,Homicídio doloso,103,8.65
PI,2021,Morte por intervenção de Agente do Estado,78,6.55
PI,2021,Suicídio,70,5.88
PI,2021,Suicídio ,68,5.71
PI,2021,Lesão corporal seguida de morte,66,5.54
PI,2021,Mortes a esclarecer,49,4.11
PI,2021,Morte de Agente do Estado,15,1.26
PI,2022,Homicídio doloso,129,11.04
PI,2022,Feminicídio,110,9.42
PI,2022,Morte no trânsito,109,9.33
PI,2022,Lesão corporal seguida de morte,84,7.19
PI,2022,Morte por intervenção de Agente do Estado,70,5.99
PI,2022,Suicídio ,54,4.62
PI,2022,Suicídio,42,3.6
PI,2022,Mortes a esclarecer,37,3.17
PI,2022,Morte de Agente do Estado,14,1.2
PI,2023,Feminicídio,115,9.82
PI,2023,Morte no trânsito,113,9.65
PI,2023,Homicídio doloso,110,9.39
PI,2023,Lesão corporal seguida de morte,77,6.58
PI,2023,Morte por intervenção de Agente do Estado,72,6.15
PI,2023,Mortes a esclarecer,63,5.38
PI,2023,Suicídio ,56,4.78
PI,2023,Suicídio,47,04.01
PI,2023,Morte de Agente do Estado,13,1.11
PI,2024,Feminicídio,96,8.78
PI,2024,Lesão corporal seguida de morte,95,8.69
PI,2024,Homicídio doloso,82,7.5
PI,2024,Morte no trânsito,75,6.86
PI,2024,Suicídio ,69,6.31
PI,2024,Suicídio,53,4.85
PI,2024,Morte por intervenção de Agente do Estado,49,4.48
PI,2024,Mortes a esclarecer,48,4.39
PI,2024,Morte de Agente do Estado,19,1.74
PR,2015,Feminicídio,91,9.17
PR,2015,Morte no trânsito,84,8.47
PR,2015,Homicídio doloso,74,7.46
PR,2015,Suicídio,64,6.45
PR,2015,Lesão corporal seguida de morte,61,6.15
PR,2015,Morte por intervenção de Agente do Estado,58,5.85
PR,2015,Mortes a esclarecer,41,4.13
PR,2015,Suicídio ,40,04.03
PR,2015,Morte de Agente do Estado,11,1.11
PR,2016,Homicídio doloso,128,10.58
PR,2016,Feminicídio,122,10.08
PR,2016,Morte no trânsito,112,9.26
PR,2016,Lesão corporal seguida de morte,98,8.1
PR,2016,Suicídio ,69,5.7
PR,2016,Suicídio,54,4.46
PR,2016,Morte por intervenção de Agente do Estado,46,3.8
PR,2016,Mortes a esclarecer,44,3.64
PR,2016,Morte de Agente do Estado,13,01.07
PR,2017,Feminicídio,120,10.22
PR,2017,Morte no trânsito,116,9.88
PR,2017,Homicídio doloso,105,8.94
PR,2017,Morte por intervenção de Agente do Estado,64,5.45
PR,2017,Lesão corporal seguida de morte,62,5.28
PR,2017,Suicídio,60,5.11
PR,2017,Mortes a esclarecer,47,4.0
PR,2017,Suicídio ,45,3.83
PR,2017,Morte de Agente do Estado,13,1.11
PR,2018,Feminicídio,110,9.49
PR,2018,Homicídio doloso,96,8.28
PR,2018,Lesão corporal seguida de morte,83,7.16
PR,2018,Morte por intervenção de Agente do Estado,82,07.08
PR,2018,Morte no trânsito,72,6.21
PR,2018,Suicídio,68,5.87
PR,2018,Suicídio ,66,5.69
PR,2018,Mortes a esclarecer,48,4.14
PR,2018,Morte de Agente do Estado,14,1.21
PR,2019,Morte no trânsito,113,9.9
PR,2019,Lesão corporal seguida de morte,103,09.03
PR,2019,Homicídio doloso,88,7.71
PR,2019,Feminicídio,83,7.27
PR,2019,Suicídio,65,5.7
PR,2019,Mortes a esclarecer,64,5.61
PR,2019,Morte por intervenção de Agente do Estado,59,5.17
PR,2019,Suicídio ,46,04.03
PR,2019,Morte de Agente do Estado,19,1.67
PR,2020,Homicídio doloso,110,9.95
PR,2020,Feminicídio,101,9.13
PR,2020,Morte no trânsito,95,8.59
PR,2020,Lesão corporal seguida de morte,76,6.87
PR,2020,Suicídio,61,5.52
PR,2020,Suicídio ,52,4.7
PR,2020,Mortes a esclarecer,50,4.52
PR,2020,Morte por intervenção de Agente do Estado,49,4.43
PR,2020,Morte de Agente do Estado,19,1.72
PR,2021,Feminicídio,117,10.3
PR,2021,Lesão corporal seguida de morte,96,8.45
PR,2021,Homicídio doloso,82,7.22
PR,2021,Morte por intervenção de Agente do Estado,80,07.04
PR,2021,Morte no trânsito,73,6.43
PR,2021,Mortes a esclarecer,64,5.63
PR,2021,Suicídio,48,4.23
PR,2021,Suicídio ,43,3.79
PR,2021,Morte de Agente do Estado,12,01.06
PR,2022,Feminicídio,108,9.91
PR,2022,Homicídio doloso,87,7.98
PR,2022,Morte por intervenção de Agente do Estado,83,7.61
PR,2022,Morte no trânsito,71,6.51
PR,2022,Lesão corporal seguida de morte,65,5.96
PR,2022,Mortes a esclarecer,58,5.32
PR,2022,Suicídio,54,4.95
PR,2022,Suicídio ,39,3.58
PR,2022,Morte de Agente do Estado,18,1.65
PR,2023,Morte no trânsito,130,12.13
PR,2023,Feminicídio,100,9.33
PR,2023,Homicídio doloso,87,8.12
PR,2023,Lesão corporal seguida de morte,69,6.44
PR,2023,Morte por intervenção de Agente do Estado,52,4.85
PR,2023,Suicídio ,49,4.57
PR,2023,Suicídio,41,3.82
PR,2023,Mortes a esclarecer,37,3.45
PR,2023,Morte de Agente do Estado,13,1.21
PR,2024,Homicídio doloso,114,9.4
PR,2024,Feminicídio,106,8.74
PR,2024,Lesão corporal seguida de morte,104,8.57
PR,2024,Morte no trânsito,102,8.41
PR,2024,Morte por intervenção de Agente do Estado,76,6.27
PR,2024,Mortes a esclarecer,51,4.2
PR,2024,Suicídio ,46,3.79
PR,2024,Suicídio,44,3.63
PR,2024,Morte de Agente do Estado,16,1.32
RJ,2015,Homicídio doloso,83,7.5
RJ,2015,Feminicídio,80,7.23
RJ,2015,Lesão corporal seguida de morte,80,7.23
RJ,2015,Morte no trânsito,71,6.41
RJ,2015,Suicídio ,57,5.15
RJ,2015,Morte por intervenção de Agente do Estado,55,4.97
RJ,2015,Mortes a esclarecer,54,4.88
RJ,2015,Suicídio,53,4.79
RJ,2015,Morte de Agente do Estado,12,01.08
RJ,2016,Homicídio doloso,111,10.61
RJ,2016,Feminicídio,96,9.18
RJ,2016,Morte no trânsito,73,6.98
RJ,2016,Lesão corporal seguida de morte,69,6.6
RJ,2016,Suicídio,50,4.78
RJ,2016,Suicídio ,49,4.68
RJ,2016,Morte por intervenção de Agente do Estado,48,4.59
RJ,2016,Mortes a esclarecer,36,3.44
RJ,2016,Morte de Agente do Estado,12,1.15
RJ,2017,Morte no trânsito,127,11.32
RJ,2017,Feminicídio,115,10.25
RJ,2017,Homicídio doloso,98,8.73
RJ,2017,Lesão corporal seguida de morte,66,5.88
RJ,2017,Morte por intervenção de Agente do Estado,58,5.17
RJ,2017,Suicídio,50,4.46
RJ,2017,Suicídio ,46,4.1
RJ,2017,Mortes a esclarecer,37,3.3
RJ,2017,Morte de Agente do Estado,13,1.16
RJ,2018,Morte no trânsito,112,9.92
RJ,2018,Homicídio doloso,111,9.83
RJ,2018,Feminicídio,87,7.71
RJ,2018,Lesão corporal seguida de morte,71,6.29
RJ,2018,Morte por intervenção de Agente do Estado,56,4.96
RJ,2018,Suicídio,49,4.34
RJ,2018,Suicídio ,48,4.25
RJ,2018,Mortes a esclarecer,35,3.1
RJ,2018,Morte de Agente do Estado,18,1.59
RJ,2019,Feminicídio,103,9.52
RJ,2019,Homicídio doloso,101,9.33
RJ,2019,Morte no trânsito,100,9.24
RJ,2019,Suicídio ,69,6.38
RJ,2019,Morte por intervenção de Agente do Estado,63,5.82
RJ,2019,Lesão corporal seguida de morte,58,5.36
RJ,2019,Suicídio,55,05.08
RJ,2019,Mortes a esclarecer,44,04.07
RJ,2019,Morte de Agente do Estado,12,1.11
RJ,2020,Morte no trânsito,118,10.74
RJ,2020,Homicídio doloso,103,9.37
RJ,2020,Feminicídio,83,7.55
RJ,2020,Morte por intervenção de Agente do Estado,69,6.28
RJ,2020,Lesão corporal seguida de morte,62,5.64
RJ,2020,Suicídio ,60,5.46
RJ,2020,Suicídio,43,3.91
RJ,2020,Mortes a esclarecer,40,3.64
RJ,2020,Morte de Agente do Estado,11,1.0
RJ,2021,Lesão corporal seguida de morte,104,8.95
RJ,2021,Feminicídio,103,8.86
RJ,2021,Homicídio doloso,90,7.75
RJ,2021,Morte no trânsito,87,7.49
RJ,2021,Morte por intervenção de Agente do Estado,73,6.28
RJ,2021,Mortes a esclarecer,63,5.42
RJ,2021,Suicídio,61,5.25
RJ,2021,Suicídio ,41,3.53
RJ,2021,Morte de Agente do Estado,19,1.64
RJ,2022,Morte no trânsito,128,11.07
RJ,2022,Feminicídio,103,8.91
RJ,2022,Homicídio doloso,89,7.7
RJ,2022,Lesão corporal seguida de morte,81,07.01
RJ,2022,Morte por intervenção de Agente do Estado,55,4.76
RJ,2022,Suicídio,50,4.33
RJ,2022,Suicídio ,49,4.24
RJ,2022,Mortes a esclarecer,46,3.98
RJ,2022,Morte de Agente do Estado,13,1.12
RJ,2023,Morte no trânsito,116,10.56
RJ,2023,Lesão corporal seguida de morte,100,9.11
RJ,2023,Feminicídio,77,07.01
RJ,2023,Homicídio doloso,76,6.92
RJ,2023,Morte por intervenção de Agente do Estado,59,5.37
RJ,2023,Suicídio ,58,5.28
RJ,2023,Suicídio,53,4.83
RJ,2023,Mortes a esclarecer,36,3.28
RJ,2023,Morte de Agente do Estado,17,1.55
RJ,2024,Homicídio doloso,115,10.06
RJ,2024,Feminicídio,100,8.75
RJ,2024,Morte no trânsito,91,7.96
RJ,2024,Lesão corporal seguida de morte,88,7.7
RJ,2024,Suicídio,61,5.34
RJ,2024,Morte por intervenção de Agente do Estado,58,05.07
RJ,2024,Suicídio ,42,3.67
RJ,2024,Mortes a esclarecer,39,3.41
RJ,2024,Morte de Agente do Estado,12,01.05
RN,2015,Homicídio doloso,84,7.85
RN,2015,Morte no trânsito,83,7.76
RN,2015,Lesão corporal seguida de morte,80,7.48
RN,2015,Feminicídio,77,7.2
RN,2015,Suicídio,55,5.14
RN,2015,Morte por intervenção de Agente do Estado,55,5.14
RN,2015,Suicídio ,44,4.11
RN,2015,Mortes a esclarecer,39,3.64
RN,2015,Morte de Agente do Estado,13,1.21
RN,2016,Morte no trânsito,127,11.3
RN,2016,Feminicídio,118,10.5
RN,2016,Lesão corporal seguida de morte,102,09.07
RN,2016,Homicídio doloso,80,7.12
RN,2016,Morte por intervenção de Agente do Estado,66,5.87
RN,2016,Mortes a esclarecer,55,4.89
RN,2016,Suicídio ,52,4.63
RN,2016,Suicídio,45,4.0
RN,2016,Morte de Agente do Estado,11,0.98
RN,2017,Morte no trânsito,129,10.45
RN,2017,Homicídio doloso,123,9.97
RN,2017,Feminicídio,92,7.46
RN,2017,Lesão corporal seguida de morte,83,6.73
RN,2017,Suicídio ,65,5.27
RN,2017,Suicídio,61,4.94
RN,2017,Morte por intervenção de Agente do Estado,52,4.21
RN,2017,Mortes a esclarecer,40,3.24
RN,2017,Morte de Agente do Estado,13,01.05
RN,2018,Feminicídio,118,9.98
RN,2018,Morte no trânsito,113,9.56
RN,2018,Homicídio doloso,108,9.14
RN,2018,Lesão corporal seguida de morte,91,7.7
RN,2018,Morte por intervenção de Agente do Estado,81,6.85
RN,2018,Suicídio,59,4.99
RN,2018,Suicídio ,52,4.4
RN,2018,Mortes a esclarecer,36,03.05
RN,2018,Morte de Agente do Estado,16,1.35
RN,2019,Morte no trânsito,119,10.72
RN,2019,Homicídio doloso,88,7.93
RN,2019,Feminicídio,76,6.85
RN,2019,Morte por intervenção de Agente do Estado,74,6.67
RN,2019,Suicídio ,71,6.4
RN,2019,Lesão corporal seguida de morte,61,5.5
RN,2019,Suicídio,50,4.5
RN,2019,Mortes a esclarecer,46,4.14
RN,2019,Morte de Agente do Estado,12,01.08
RN,2020,Homicídio doloso,130,11.13
RN,2020,Feminicídio,97,8.3
RN,2020,Morte no trânsito,96,8.22
RN,2020,Lesão corporal seguida de morte,79,6.76
RN,2020,Morte por intervenção de Agente do Estado,79,6.76
RN,2020,Suicídio,68,5.82
RN,2020,Mortes a esclarecer,59,05.05
RN,2020,Suicídio ,43,3.68
RN,2020,Morte de Agente do Estado,14,1.2
RN,2021,Feminicídio,100,8.67
RN,2021,Homicídio doloso,97,8.41
RN,2021,Morte no trânsito,95,8.24
RN,2021,Morte por intervenção de Agente do Estado,84,7.29
RN,2021,Lesão corporal seguida de morte,81,07.03
RN,2021,Suicídio,63,5.46
RN,2021,Mortes a esclarecer,57,4.94
RN,2021,Suicídio ,46,3.99
RN,2021,Morte de Agente do Estado,12,01.04
RN,2022,Homicídio doloso,113,9.99
RN,2022,Feminicídio,92,8.13
RN,2022,Lesão corporal seguida de morte,84,7.43
RN,2022,Morte no trânsito,82,7.25
RN,2022,Suicídio,69,6.1
RN,2022,Morte por intervenção de Agente do Estado,62,5.48
RN,2022,Suicídio ,56,4.95
RN,2022,Mortes a esclarecer,49,4.33
RN,2022,Morte de Agente do Estado,16,1.41
RN,2023,Morte no trânsito,109,9.4
RN,2023,Lesão corporal seguida de morte,102,8.79
RN,2023,Feminicídio,100,8.62
RN,2023,Morte por intervenção de Agente do Estado,80,6.9
RN,2023,Homicídio doloso,77,6.64
RN,2023,Suicídio,64,5.52
RN,2023,Suicídio ,49,4.22
RN,2023,Mortes a esclarecer,42,3.62
RN,2023,Morte de Agente do Estado,11,0.95
RN,2024,Feminicídio,114,9.95
RN,2024,Morte no trânsito,107,9.34
RN,2024,Homicídio doloso,79,6.89
RN,2024,Morte por intervenção de Agente do Estado,79,6.89
RN,2024,Suicídio ,70,6.11
RN,2024,Lesão corporal seguida de morte,64,5.58
RN,2024,Suicídio,49,4.28
RN,2024,Mortes a esclarecer,36,3.14
RN,2024,Morte de Agente do Estado,14,1.22
RO,2015,Homicídio doloso,109,9.99
RO,2015,Feminicídio,99,09.07
RO,2015,Morte no trânsito,73,6.69
RO,2015,Morte por intervenção de Agente do Estado,69,6.32
RO,2015,Lesão corporal seguida de morte,57,5.22
RO,2015,Suicídio,57,5.22
RO,2015,Suicídio ,56,5.13
RO,2015,Mortes a esclarecer,39,3.57
RO,2015,Morte de Agente do Estado,11,01.01
RO,2016,Homicídio doloso,118,10.28
RO,2016,Morte no trânsito,100,8.71
RO,2016,Lesão corporal seguida de morte,95,8.28
RO,2016,Feminicídio,81,07.06
RO,2016,Suicídio ,67,5.84
RO,2016,Morte por intervenção de Agente do Estado,55,4.79
RO,2016,Mortes a esclarecer,49,4.27
RO,2016,Suicídio,43,3.75
RO,2016,Morte de Agente do Estado,14,1.22
RO,2017,Feminicídio,116,10.03
RO,2017,Homicídio doloso,106,9.17
RO,2017,Morte no trânsito,80,6.92
RO,2017,Suicídio ,70,06.06
RO,2017,Morte por intervenção de Agente do Estado,68,5.88
RO,2017,Lesão corporal seguida de morte,62,5.36
RO,2017,Mortes a esclarecer,56,4.84
RO,2017,Suicídio,42,3.63
RO,2017,Morte de Agente do Estado,15,1.3
RO,2018,Homicídio doloso,127,11.53
RO,2018,Morte no trânsito,98,8.9
RO,2018,Feminicídio,80,7.27
RO,2018,Lesão corporal seguida de morte,71,6.45
RO,2018,Suicídio ,70,6.36
RO,2018,Morte por intervenção de Agente do Estado,67,06.09
RO,2018,Suicídio,49,4.45
RO,2018,Mortes a esclarecer,44,4.0
RO,2018,Morte de Agente do Estado,15,1.36
RO,2019,Morte no trânsito,124,10.98
RO,2019,Feminicídio,116,10.27
RO,2019,Homicídio doloso,91,08.06
RO,2019,Lesão corporal seguida de morte,91,08.06
RO,2019,Morte por intervenção de Agente do Estado,84,7.44
RO,2019,Suicídio,55,4.87
RO,2019,Suicídio ,51,4.52
RO,2019,Mortes a esclarecer,39,3.45
RO,2019,Morte de Agente do Estado,19,1.68
RO,2020,Homicídio doloso,93,8.72
RO,2020,Lesão corporal seguida de morte,92,8.62
RO,2020,Feminicídio,83,7.78
RO,2020,Morte no trânsito,75,07.03
RO,2020,Suicídio,52,4.87
RO,2020,Suicídio ,50,4.69
RO,2020,Morte por intervenção de Agente do Estado,48,4.5
RO,2020,Mortes a esclarecer,36,3.37
RO,2020,Morte de Agente do Estado,15,1.41
RO,2021,Feminicídio,114,10.27
RO,2021,Morte no trânsito,92,8.29
RO,2021,Morte por intervenção de Agente do Estado,83,7.48
RO,2021,Homicídio doloso,79,7.12
RO,2021,Lesão corporal seguida de morte,70,6.31
RO,2021,Suicídio ,59,5.32
RO,2021,Suicídio,52,4.68
RO,2021,Mortes a esclarecer,43,3.87
RO,2021,Morte de Agente do Estado,11,0.99
RO,2022,Morte no trânsito,126,11.22
RO,2022,Homicídio doloso,112,9.97
RO,2022,Lesão corporal seguida de morte,87,7.75
RO,2022,Feminicídio,75,6.68
RO,2022,Morte por intervenção de Agente do Estado,59,5.25
RO,2022,Mortes a esclarecer,56,4.99
RO,2022,Suicídio ,52,4.63
RO,2022,Suicídio,47,4.19
RO,2022,Morte de Agente do Estado,17,1.51
RO,2023,Homicídio doloso,118,9.97
RO,2023,Morte no trânsito,92,7.77
RO,2023,Lesão corporal seguida de morte,90,7.6
RO,2023,Feminicídio,75,6.33
RO,2023,Morte por intervenção de Agente do Estado,74,6.25
RO,2023,Suicídio ,69,5.83
RO,2023,Suicídio,43,3.63
RO,2023,Mortes a esclarecer,38,3.21
RO,2023,Morte de Agente do Estado,16,1.35
RO,2024,Homicídio doloso,98,8.97
